model,paper_accuracy,tuned_accuracy,delta_accuracy,paper_precision,tuned_precision,delta_precision,paper_recall,tuned_recall,delta_recall,paper_f1,tuned_f1,delta_f1
knn,0.956140350877193,0.9736842105263158,0.01754385964912286,0.958904109589041,0.96,0.0010958904109589218,0.9722222222222222,1.0,0.02777777777777779,0.9655172413793104,0.9795918367346939,0.014074595355383468
